Name,Website,LinkedIn,Primary Phone,Phone,Languages,Segment
Grupo Supley,http://www.supley.com.br,http://www.linkedin.com/company/supley,{},,Portuguese,
Almeida Junior Shopping Centers,http://www.almeidajunior.com.br,http://www.linkedin.com/company/almeidajunior,"{'number': '+55 11 3707-3333', 'source': 'Account', 'sanitized_number': '+551137073333'}",+55 11 3707-3333,Portuguese,
Usina Açucareira Ester S.A.,http://www.esteragroindustrial.com.br,http://www.linkedin.com/company/ester-agroindustrial,"{'number': '+55 19 3872-9100', 'source': 'Account', 'sanitized_number': '+551938729100'}",+55 19 3872-9100,Portuguese,
Starbucks Brasil,http://www.starbucks.com.br,http://www.linkedin.com/company/starbucks-brasil,"{'number': '+55 11 3171-1266', 'sanitized_number': '+551131711266', 'source': 'Account'}",+55 11 3171-1266,Portuguese,
Abertta Saúde,http://www.aberttasaude.com.br,http://www.linkedin.com/company/aberttasaude,{},,,
Cajuína São Geraldo,http://www.cajuinasaogeraldo.com.br,http://www.linkedin.com/company/cajuinasaogeraldo,"{'number': '+55 11 4003-6125', 'source': 'Scraped', 'sanitized_number': '+551140036125'}",+55 11 4003-6125,,
AGI Brasil  巴西 AGI,,http://www.linkedin.com/company/agibrasil,"{'number': '+1 204-489-1855', 'source': 'Account', 'sanitized_number': '+12044891855'}",+1 204-489-1855,,
Paquetá The Shoe Company,http://www.paquetatheshoecompany.com.br,http://www.linkedin.com/company/paqueta-the-shoe-company,{},,"English, Portuguese, Spanish",
Bevap Bioenergia,http://www.bevapbioenergia.com.br,http://www.linkedin.com/company/bevapbioenergia,"{'number': '+55 38 3311-3000', 'source': 'Account', 'sanitized_number': '+553833113000'}",+55 38 3311-3000,,
Grupo Moreno,http://www.usinamoreno.com.br,http://www.linkedin.com/company/grupomoreno,{},,Spanish,
Oncoprod Medicamentos de Alta Complexidade,http://www.oncoprod.com,http://www.linkedin.com/company/oncoprod-distribuicao-de-medicamentos-de-alta-complexidade,"{'number': '+55 800 017 0144', 'source': 'Scraped', 'sanitized_number': '+558000170144'}",+55 800 017 0144,Portuguese,
Cotrijal Cooperativa Agropecuária e Industrial,http://www.cotrijal.com.br,http://www.linkedin.com/company/cotrijalcooperativa,{},,"Spanish, Portuguese",
Unimed Blumenau,,http://www.linkedin.com/company/unimed-blumenau,{},,Portuguese,
Fundação José Silveira,http://www.fjs.org.br,http://www.linkedin.com/company/fundacaojosesilveira,"{'number': '+55 71 3504-5240', 'source': 'Scraped', 'sanitized_number': '+557135045240'}",+55 71 3504-5240,,
Psicologia Viva,http://www.psicologiaviva.com.br,http://www.linkedin.com/company/psicologia-viva,{},,Portuguese,
Bioenergética Aroeira S.A.,http://www.bioaroeira.com.br,http://www.linkedin.com/company/bioenerg%c3%a9tica-aroeira-sa,"{'number': '+55 34 3281-0500', 'source': 'Account', 'sanitized_number': '+553432810500'}",+55 34 3281-0500,Portuguese,
Hospital São Camilo Fortaleza,http://www.saocamilofortaleza.org.br,http://www.linkedin.com/company/s%c3%a3o-camilo-fortaleza,"{'number': '+55 85 3464-7000', 'source': 'Scraped', 'sanitized_number': '+558534647000'}",+55 85 3464-7000,,
"Grupo Sacada / Oh, Boy! / Addict",,http://www.linkedin.com/company/grupo-sacada-oh-boy-,{},,Portuguese,
Shopper.com.br,http://www.shopper.com.br,http://www.linkedin.com/company/shopper.com.br,"{'number': '+55 11 3661-1712', 'source': 'Owler', 'sanitized_number': '+551136611712'}",+55 11 3661-1712,,
Oggi Sorvetes,http://www.oggisorvetes.com.br,http://www.linkedin.com/company/oggi-sorvetes,{},,,
Ipiranga Agroindustrial S/A,http://www.ipirangaagroindustrial.com.br,http://www.linkedin.com/company/ipirangaagro,{},,,
ICONIC,http://www.iconic.com.br,http://www.linkedin.com/company/iconiclubrificantes,{},,,
Unimed Belém,,http://www.linkedin.com/company/unimedbelem,{},,,
Unimed Uberlândia,http://www.unimeduberlandia.com.br,http://www.linkedin.com/company/unimeduberlandia,{},,,
CSD Companhia Sulamericana de Distribuição,http://www.csdvarejo.com.br,http://www.linkedin.com/company/companhiasulamericana,{},,,
Kothe S.A.,http://www.kothe.com.br,http://www.linkedin.com/company/kothe-s-a,{},,Portuguese,
S.Magalhães & Essemaga,http://www.smagalhaes.com.br,http://www.linkedin.com/company/smagalhaes-e-essemaga,"{'number': '+55 13 3229-4700', 'source': 'Account', 'sanitized_number': '+551332294700'}",+55 13 3229-4700,,
Organização Verdemar,http://www.verdemaratevoce.com.br,http://www.linkedin.com/company/supermercadoverdemar,{},,Portuguese,
Donizete Distribuidora,http://www.donizetedistribuidora.com.br,http://www.linkedin.com/company/donizetedistribuidora,{},,Portuguese,
EUCATUR Transporte Rodoviário,http://www.eucatur.com.br,http://www.linkedin.com/company/eucatur-ltda,{},,Portuguese,
Kallan Calçados,http://www.kallan.com.br,http://www.linkedin.com/company/kallan-cal%c3%a7ados,{},,,
Grupo Sinal,http://www.gruposinal.com.br,http://www.linkedin.com/company/grupo-sinal,{},,Portuguese,
Melitta South America,http://www.melitta.com.br,http://www.linkedin.com/company/melitta-south-america,"{'number': '+55 800 14 0203', 'source': 'Account', 'sanitized_number': '+55800140203'}",+55 800 14 0203,"Portuguese, Spanish",
Gelato Borelli,http://www.gelatoborelli.com.br,http://www.linkedin.com/company/gelato-borelli,{},,,
Savoy Indústria de Cosméticos SA,,http://www.linkedin.com/company/savoy-ind%c3%bastria-de-cosm%c3%a9ticos-sa,{},,,
Hospital Socor,http://www.socor.com.br,http://www.linkedin.com/company/hospital-socor,{},,Portuguese,
Supermercado Nordestão,http://www.nordestao.com.br,http://www.linkedin.com/company/supernordestao,{},,Portuguese,
Uberlândia Refrescos,http://www.cocacolauberlandia.com.br,http://www.linkedin.com/company/uberlandiarefrescos,{},,Portuguese,
Refriko Indústria de Bebidas,http://www.rfk.ind.br,http://www.linkedin.com/company/gruporfk,{},,Portuguese,
Avenida,http://www.avenida.com.br,http://www.linkedin.com/company/lojas-avenida,{},,"Portuguese, Portuguese",
Oral Unic,http://www.oralunic.com.br,http://www.linkedin.com/company/oral-unic-implantes,"{'number': '+55 21 2135-3600', 'source': 'Scraped', 'sanitized_number': '+552121353600'}",+55 21 2135-3600,,
Mezzani Alimentos,http://www.mezzani.com.br,http://www.linkedin.com/company/mezzani,{},,English,
Shibata Supermercados,http://www.shibata.com.br,http://www.linkedin.com/company/shibata-supermercados,{},,Portuguese,
Cerradão,http://www.cerradao.com.br,http://www.linkedin.com/company/cerradao,{},,Portuguese,
Termaco Logística,http://www.termaco.com.br,http://www.linkedin.com/company/termaco-logistica,{},,Portuguese,
Brasil Port Logística Offshore e Estaleiro Naval LTDA.,http://www.bport.com.br,http://www.linkedin.com/company/brasil-port-log%c3%adstica-offshore-e-estaleiro-naval-ltda,"{'number': '+55 22 3518-0611', 'source': 'Account', 'sanitized_number': '+552235180611'}",+55 22 3518-0611,,
Tietê Agroindustrial S.A.,http://www.tieteagro.com.br,http://www.linkedin.com/company/tieteagroindustrial,{},,,
Uniggel Sementes,http://www.uniggelsementes.com.br,http://www.linkedin.com/company/uniggelsementes,{},,Portuguese,
TecBan | Gestão de Numerário,http://www.tbforte.com.br,http://www.linkedin.com/company/tecban-gestao-de-numerario,{},,,
Hospital Dona Helena,http://www.donahelena.com.br,http://www.linkedin.com/company/hospital-dona-helena,"{'number': '+55 47 3451-3333', 'source': 'Scraped', 'sanitized_number': '+554734513333'}",+55 47 3451-3333,Portuguese,
Conterp,http://www.conterp.com.br,http://www.linkedin.com/company/conterp,{},,,
Doctor Clin,http://www.doctorclin.com.br,http://www.linkedin.com/company/doctorclinsaude,"{'number': '+55 800 541 3584', 'source': 'Scraped', 'sanitized_number': '+558005413584'}",+55 800 541 3584,,
ViaMobilidade,http://www.viamobilidade.com.br,http://www.linkedin.com/company/viamobilidade-sp,"{'number': '+55 800 770 7106', 'source': 'Account', 'sanitized_number': '+558007707106'}",+55 800 770 7106,,
GSA Group,http://www.grupogsa.com.br,http://www.linkedin.com/company/grupogsaalimentos,"{'number': '+55 62 4006-6400', 'source': 'Scraped', 'sanitized_number': '+556240066400'}",+55 62 4006-6400,"Portuguese, Portuguese",
Genesis Group,http://www.genesisgroup.com.br,http://www.linkedin.com/company/genesisgroupbrasil,"{'number': '+55 43 3178-3900', 'source': 'Scraped', 'sanitized_number': '+554331783900'}",+55 43 3178-3900,English,
Bagaggio,http://www.bagaggio.com.br,http://www.linkedin.com/company/bagaggio,{},,,
Grupo Oleoplan,http://www.oleoplan.com.br,http://www.linkedin.com/company/grupooleoplan,"{'number': '+55 51 3329-5555', 'source': 'Account', 'sanitized_number': '+555133295555'}",+55 51 3329-5555,,
Mundo Verde,http://www.mundoverde.com.br,http://www.linkedin.com/company/mundo-verde,"{'number': '+55 11 4766-7537', 'source': 'Owler', 'sanitized_number': '+551147667537'}",+55 11 4766-7537,Portuguese,
ofi Brasil,,http://www.linkedin.com/company/ofi-brasil,{},,,
Giraffas,http://www.franquiagiraffas.com.br,http://www.linkedin.com/company/giraffas,"{'number': '+1 305-672-7111', 'source': 'Yelp', 'sanitized_number': '+13056727111'}",+1 305-672-7111,English,
Freitas,http://www.freitasvarejo.com.br,http://www.linkedin.com/company/freitasonline,{},,,
Coca-Cola Refrescos Bandeirantes,http://www.refrescosbandeirantes.com.br,http://www.linkedin.com/company/coca-cola-bandeirantes,"{'number': '+55 800 062 1262', 'source': 'Scraped', 'sanitized_number': '+558000621262'}",+55 800 062 1262,,
Amazonas Energia,http://www.amazonasenergia.com,http://www.linkedin.com/company/amazonas-energia,{},,,
Cooperativa Agroindustrial Alfa,http://www.cooperalfa.com.br,http://www.linkedin.com/company/cooperativa-agroindustrial-alfa,{},,,
Hospital PUC-Campinas,http://www.hospitaldapuc-campinas.com.br,http://www.linkedin.com/company/hospitalpuc-campinas,{},,,
Daju,http://www.daju.com.br,http://www.linkedin.com/company/lojas-daju,"{'number': '+55 41 3302-3700', 'source': 'Scraped', 'sanitized_number': '+554133023700'}",+55 41 3302-3700,Portuguese,
GOLLOG,http://www.gollog.com.br,http://www.linkedin.com/company/gollog,{},,Portuguese,
Vonpar S/A,http://www.vonpar.com.br,http://www.linkedin.com/company/vonpar-s-a,"{'number': '+55 800 642 8989', 'source': 'Owler', 'sanitized_number': '+558006428989'}",+55 800 642 8989,Portuguese,
dress to,http://www.dressto.com.br,http://www.linkedin.com/company/dress-to,"{'number': '+55 21 2626-5616', 'source': 'Owler', 'sanitized_number': '+552126265616'}",+55 21 2626-5616,Portuguese,
Adubos Real,http://www.adubosreal.com.br,http://www.linkedin.com/company/grupoadubosreal,{},,"English, Portuguese",
Super Mercadinhos São Luiz,http://www.grupomslz.com.br,http://www.linkedin.com/company/super-mslz,"{'number': '+55 85 3133-5952', 'sanitized_number': '+558531335952', 'source': 'Account'}",+55 85 3133-5952,,
Livraria Leitura,http://www.leitura.com.br,http://www.linkedin.com/company/livraria-leitura,{},,Portuguese,
Tauste Supermercados,http://www.tauste.com.br,http://www.linkedin.com/company/tauste-supermercados,{},,Portuguese,
Unimed Goiânia,http://www.unimedgoiania.coop.br,http://www.linkedin.com/company/unimedgoiania,{},,,
Grupo Supernosso,http://www.supernosso.com,http://www.linkedin.com/company/gruposupernosso,{},,,
Ricardo Eletro (Máquina de Vendas),http://www.ricardoeletro.com.br,http://www.linkedin.com/company/m-quina-de-vendas,"{'number': '+55 27 3243-6074', 'source': 'Account', 'sanitized_number': '+552732436074'}",+55 27 3243-6074,"Portuguese, Portuguese",
Grupo JCA,http://www.jcaholding.com.br,http://www.linkedin.com/company/grupo-jca-holding,{},,,
SESI/RS - Serviço Social da Indústria,http://www.sesirs.org.br,http://www.linkedin.com/company/sesirsoficial,{},,,
Usina Alto Alegre S/A,http://www.altoalegre.com.br,http://www.linkedin.com/company/usinaaltoalegre,{},,,
Princesa dos Campos,http://www.princesadoscampos.com.br,http://www.linkedin.com/company/princesadoscampos,{},,Portuguese,
Novamérica Agrícola,http://www.novamerica.com.br,http://www.linkedin.com/company/novamericaagricola,"{'number': '+55 18 3373-4410', 'source': 'Account', 'sanitized_number': '+551833734410'}",+55 18 3373-4410,Portuguese,
Usina São José da Estiva S/A - Açúcar e Álcool,http://www.estiva.com.br,http://www.linkedin.com/company/estivabioenergia,"{'number': '+55 17 3542-9500', 'source': 'Account', 'sanitized_number': '+551735429500'}",+55 17 3542-9500,,
Guerra Implementos,http://www.guerraimplementos.com.br,http://www.linkedin.com/company/guerraimplementos,"{'number': '+55 54 3771-6400', 'source': 'Scraped', 'sanitized_number': '+555437716400'}",+55 54 3771-6400,,
Fertilizantes Heringer S.A.,http://www.heringer.com.br,http://www.linkedin.com/company/fertilizantes-heringer-s.a.,{},,,
Viação Cometa S.A.,http://www.viacaocometa.com.br,http://www.linkedin.com/company/via%c3%a7%c3%a3o-cometa,{},,,
Niely Cosméticos,http://www.niely.com.br,http://www.linkedin.com/company/niely-cosm-ticos,{},,Spanish,
Ibyte,http://www.ibyte.com.br,http://www.linkedin.com/company/ibyte,{},,Portuguese,
Usina Caeté,http://www.usinacaete.com,http://www.linkedin.com/company/usina-caet-,"{'number': '+55 82 3214-2222', 'source': 'Scraped', 'sanitized_number': '+558232142222'}",+55 82 3214-2222,Portuguese,
Holambra Cooperativa Agroindustrial,http://www.holambra.com.br,http://www.linkedin.com/company/cooperativa-agro-industrial-holambra,{},,Portuguese,
SESI Serviço Social da Indústria SC,http://www.sesisc.org.br,http://www.linkedin.com/company/sesisc,"{'number': '+55 48 3231-4100', 'source': 'Scraped', 'sanitized_number': '+554832314100'}",+55 48 3231-4100,Portuguese,
Odontoclinic,http://www.odontoclinic.com.br,http://www.linkedin.com/company/franquias-odontoclinic,"{'number': '+55 800 200 9008', 'source': 'Scraped', 'sanitized_number': '+558002009008'}",+55 800 200 9008,Portuguese,
Samel,http://www.samel.com.br,http://www.linkedin.com/company/gruposamel,"{'number': '+55 92 2129-2200', 'source': 'Scraped', 'sanitized_number': '+559221292200'}",+55 92 2129-2200,Portuguese,
Grupo Imec,http://www.superimec.com.br,http://www.linkedin.com/company/grupoimec,{},,Portuguese,
Unitapajós,http://www.unitapajos.com.br,http://www.linkedin.com/company/unitapaj%c3%b3s,{},,,
Unimed Natal,http://www.unimednatal.com.br,http://www.linkedin.com/company/unimed-natal,{},,,
Grupo Nova Era,http://www.supernovaera.com.br,http://www.linkedin.com/company/nova-era-superatacado,"{'number': '+55 92 3090-5002', 'source': 'Account', 'sanitized_number': '+559230905002'}",+55 92 3090-5002,,
Grupo Gelog,http://www.grupogelog.com.br,http://www.linkedin.com/company/grupo-gelog,"{'number': '+55 13 3295-5770', 'source': 'Owler', 'sanitized_number': '+551332955770'}",+55 13 3295-5770,Portuguese,
Prefeitura da Cidade do Recife,http://www.recife.pe.gov.br,http://www.linkedin.com/company/prefrecife,"{'number': '+55 81 3355-3114', 'source': 'Account', 'sanitized_number': '+558133553114'}",+55 81 3355-3114,,
Viação Itapemirim,http://www.novaitapemirim.com.br,http://www.linkedin.com/company/via%c3%a7%c3%a3o-itapemirim,{},,,
Grupo Skala,http://www.gruposkala.mx,http://www.linkedin.com/company/gruposkala,{},,,
Carbel Auto Group,,http://www.linkedin.com/company/carbel-auto-group,{},,Portuguese,
Hospital da Baleia,http://www.hospitaldabaleia.org.br,http://www.linkedin.com/company/hospitaldabaleia,"{'number': '+55 31 3615-0230', 'source': 'Scraped', 'sanitized_number': '+553136150230'}",+55 31 3615-0230,,
The Coffee,http://www.thecoffee.jp,http://www.linkedin.com/company/the-coffee-jp,{},,,
Mercadocar,http://www.mercadocar.com.br,http://www.linkedin.com/company/mercadocaroficial,"{'number': '+55 11 2206-5000', 'source': 'Scraped', 'sanitized_number': '+551122065000'}",+55 11 2206-5000,,
Aguia Sistemas,http://www.aguiasistemas.com.br,http://www.linkedin.com/company/aguia-sistemas,{},,"English, Portuguese, Spanish",
DMS LOGISTICS,http://www.dmslog.com,http://www.linkedin.com/company/dms-logistics,{},,"English, Spanish, Portuguese",
GrupoNewChase,http://www.gruponewchase.com.br,http://www.linkedin.com/company/gruponewchase-veiculos,{},,,
Unimed Santos,,http://www.linkedin.com/company/unimed-santos,{},,,
Clinica Fares,http://www.clinicafares.com.br,http://www.linkedin.com/company/clinicafares,{},,"Portuguese, English",
CEDAE - State Water and Sewage Company,http://www.cedae.com.br,http://www.linkedin.com/company/cedaerj,{},,Portuguese,
Bianchini S.A.,http://www.bianchinisa.com.br,http://www.linkedin.com/company/bianchini-s.a.,"{'number': '+55 51 2108-9000', 'source': 'Scraped', 'sanitized_number': '+555121089000'}",+55 51 2108-9000,,
Cafe Rancheiro,http://www.rancheiro.com.br,http://www.linkedin.com/company/rancheiro,{},,,
Atem Distribuidora,http://www.atem.com.br,http://www.linkedin.com/company/distribuidoraatem,"{'number': '+55 92 2125-0050', 'source': 'Scraped', 'sanitized_number': '+559221250050'}",+55 92 2125-0050,,
Capricche S.A.,http://www.capricche.com.br,http://www.linkedin.com/company/capricche,{},,,
Ritmo Logística,http://www.ritmolog.com.br,http://www.linkedin.com/company/ritmo-logistica,{},,,
Dunorte Distribuidora,http://www.quickin.io,http://www.linkedin.com/company/dunortedistribuidora,{},,,
Insolo Agroindustrial S.A.,http://www.insolo.com.br,http://www.linkedin.com/company/insolo-agroindustrial-s.a.,"{'number': '+55 11 3049-3777', 'source': 'Account', 'sanitized_number': '+551130493777'}",+55 11 3049-3777,"English, German, Spanish, French, Italian, Portuguese, Chinese, Japanese, Russian",
Nutrilite,http://www.nutrilitetraceability.lat,http://www.linkedin.com/company/nutrilite-do-brasil,{},,,
Unimed Vale do Sinos,,http://www.linkedin.com/company/unimed-vale-do-sinos,"{'number': '+55 800 940 1177', 'source': 'Scraped', 'sanitized_number': '+558009401177'}",+55 800 940 1177,,
AGV Health & Nutrition - Pertence a Solistica,,http://www.linkedin.com/company/agvhen,{},,,
AFNE - Associação Filantrópica Nova Esperança,http://www.afne.org.br,http://www.linkedin.com/company/afne,{},,,
COPASA,http://www.copasa.com.br,http://www.linkedin.com/company/aquitemcopasa,{},,,
Nestlé Purina Brasil,http://www.purina.com.br,http://www.linkedin.com/company/nestlepurinabrasil,{},,,
SAUR Equipamentos S.A.,http://www.saur.com.br,http://www.linkedin.com/company/saur-equipamentos-s.a.,"{'number': '+55 19 3518-7200', 'source': 'Scraped', 'sanitized_number': '+551935187200'}",+55 19 3518-7200,"English, Portuguese, Spanish",
Bibi Calçados,http://www.bibi.com,http://www.linkedin.com/company/bibi-franchising-ltda---cal-ados-bibi-ltda.,{},,Portuguese,
GAT LOGÍSTICA,http://www.gatlogistica.com.br,http://www.linkedin.com/company/gatlogistica,"{'number': '+55 11 2413-7700', 'source': 'Account', 'sanitized_number': '+551124137700'}",+55 11 2413-7700,,
Nagumo,http://www.nagumo.com.br,http://www.linkedin.com/company/supermercadosnagumo,{},,,
Multivarejo - GPA,,http://www.linkedin.com/company/multivarejo,{},,,
AUTOMOB,http://www.automob.com.br,http://www.linkedin.com/company/automobbr,{},,,
DMA Distribuidora S/A - EPA,http://www.grupodma.com.br,http://www.linkedin.com/company/dma-distribuidora-s-a-epa-minierao-brasil,{},,,
SELFIT Academias,http://www.selfitacademias.com.br,http://www.linkedin.com/company/selfitacademias,{},,Portuguese,
Jaguafrangos Food Industry and Trade Ltd.,http://www.jaguafrangos.com.br,http://www.linkedin.com/company/jaguafrangos-industria-e-comercio-de-alimentos-ltda-,{},,Portuguese,
Hospital Santa Catarina de Blumenau,http://www.hsc.com.br,http://www.linkedin.com/company/hospital-santa-catarina-de-blumenau,{},,"English, German, Portuguese",
Instituto Dante Pazzanese de Cardiologia - IDPC,http://www.idpc.org.br,http://www.linkedin.com/company/instituto-dante-pazzanese-de-cardiologia-idpc,{},,,
paranaclinicas.com.br,http://www.paranaclinicas.com.br,http://www.linkedin.com/company/paran%c3%a1-cl%c3%adnicas,{},,,
Armazém PB,http://www.armazempb.com.br,http://www.linkedin.com/company/armazempb,{},,Portuguese,
AD Shopping,http://www.adshopping.com.br,http://www.linkedin.com/company/ad-shopping,"{'number': '+55 11 5102-3131', 'source': 'Account', 'sanitized_number': '+551151023131'}",+55 11 5102-3131,Portuguese,
Luft Solutions,,http://www.linkedin.com/company/luft-solutions,{},,,
Grupo Friopeças,http://www.friopecas.com.br,http://www.linkedin.com/company/friopecas,"{'number': '+55 31 4007-2565', 'source': 'Owler', 'sanitized_number': '+553140072565'}",+55 31 4007-2565,Portuguese,
Giassi Supermercados,http://www.giassi.com.br,http://www.linkedin.com/company/giassi-supermercados,{},,Portuguese,
Matsuda Group,http://www.matsuda.com.br,http://www.linkedin.com/company/matsuda-group,{},,,
Confiança Supermercados,http://www.clienteconfianca.com.br,http://www.linkedin.com/company/redeconfianca,{},,,
TIC Trens,http://www.tictrens.com.br,http://www.linkedin.com/company/tic-trens,"{'number': '+55 800 007 0670', 'source': 'Scraped', 'sanitized_number': '+558000070670'}",+55 800 007 0670,,
Drogaria Globo,http://www.drogariaglobo.com.br,http://www.linkedin.com/company/drogariaglobo,{},,,
Transportadora Americana Ltda,http://www.tanet.com.br,http://www.linkedin.com/company/transportadora-americana-ltda,{},,Portuguese,
Bauer Express,http://www.bauerexpress.com.br,http://www.linkedin.com/company/grupobauer,{},,,
Haskell Cosméticos,http://www.haskellcosmeticos.com.br,http://www.linkedin.com/company/haskell-cosmeticos,"{'number': '+55 800 770 7745', 'source': 'Scraped', 'sanitized_number': '+558007707745'}",+55 800 770 7745,,
Magnum Tires,http://www.magnumtires.com.br,http://www.linkedin.com/company/magnum-tires,{},,English,
Dental Cremer,http://www.dentalcremer.com.br,http://www.linkedin.com/company/dental-cremer,"{'number': '+55 800 727 7565', 'source': 'Owler', 'sanitized_number': '+558007277565'}",+55 800 727 7565,Portuguese,
Unimed Ferj,http://www.unimedrj.coop.br,http://www.linkedin.com/company/unimedferj,"{'number': '+55 48 3288-4100', 'source': 'Account', 'sanitized_number': '+554832884100'}",+55 48 3288-4100,,
Unimed Campo Grande,http://www.unimedcg.coop.br,http://www.linkedin.com/company/unimedcg,{},,,
Sipal  |  Agronegócio,http://www.sipal.com.br,http://www.linkedin.com/company/gruposipal,{},,,
Grupo Bahamas S/A,http://www.grupobahamas.com.br,http://www.linkedin.com/company/grupo-bahamas,{},,,
Grupo Semar Supermercados,,http://www.linkedin.com/company/gruposemarsupermercados,{},,,
Royal Face,http://www.royalface.com.br,http://www.linkedin.com/company/royalface,{},,,
Belem Bioenergia Brasil,http://www.belembioenergia.com.br,http://www.linkedin.com/company/belembioenergiabrasil,"{'number': '+55 91 3204-4999', 'source': 'Account', 'sanitized_number': '+559132044999'}",+55 91 3204-4999,Portuguese,
Auto Viação 1001 Ltda,http://www.autoviacao1001.com.br,http://www.linkedin.com/company/auto-via-o-1001-ltda,"{'number': '+55 21 4004-5001', 'source': 'Account', 'sanitized_number': '+552140045001'}",+55 21 4004-5001,,
Grupo Ouro e Prata,http://www.grupoouroeprata.com,http://www.linkedin.com/company/ouroeprata,{},,Portuguese,
PAGRISA,http://www.pagrisa.com.br,http://www.linkedin.com/company/usinapagrisa,"{'number': '+55 91 3726-2800', 'source': 'Account', 'sanitized_number': '+559137262800'}",+55 91 3726-2800,Portuguese,
Postal Saúde,http://www.postalsaude.com.br,http://www.linkedin.com/company/postal-sa%c3%bade,"{'number': '+55 61 3425-6700', 'source': 'Account', 'sanitized_number': '+556134256700'}",+55 61 3425-6700,English,
Natural da Terra,http://www.naturaldaterra.com.br,http://www.linkedin.com/company/naturaldaterra,{},,Portuguese,
Instituto Mário Penna,http://www.mariopenna.org.br,http://www.linkedin.com/company/instituto-mario-penna,{},,,
CLI - Corredor Logística e Infraestrutura S.A.,http://www.cli-br.com,http://www.linkedin.com/company/cli-corredor-logistica,"{'number': '+55 98 3313-5150', 'source': 'Owler', 'sanitized_number': '+559833135150'}",+55 98 3313-5150,,
Hospital Adventista de Manaus,http://www.ham.org.br,http://www.linkedin.com/company/hospitaladventistamanaus,{},,,
JC Distribuição,http://www.jcdistribuicao.com.br,http://www.linkedin.com/company/jc-distribui%c3%a7%c3%a3o,{},,,
Pharmapele,http://www.pharmapele.com.br,http://www.linkedin.com/company/pharmapele,{},,Portuguese,
Hirota Food Supermercados,http://www.hirotafood.com.br,http://www.linkedin.com/company/hirotafood-supermercados,{},,Portuguese,
M.A. Máquinas Agrícolas,http://www.mamaquinas.com.br,http://www.linkedin.com/company/mamaquinas,"{'number': '+55 45 99813-0357', 'source': 'Scraped', 'sanitized_number': '+5545998130357'}",+55 45 99813-0357,,
DisDal Distribuidora,http://www.disdal.com.br,http://www.linkedin.com/company/disdal,{},,Portuguese,
Alegra Foods,http://www.alegrafoods.com.br,http://www.linkedin.com/company/alegrafoods,"{'number': '+55 800 011 3500', 'source': 'Scraped', 'sanitized_number': '+558000113500'}",+55 800 011 3500,,
Grupo ABC Supermercados,http://www.superabc.com.br,http://www.linkedin.com/company/grupoabcsupermercados,"{'number': '+55 35 3491-0046', 'source': 'Scraped', 'sanitized_number': '+553534910046'}",+55 35 3491-0046,,
Usina Açucareira Guaíra,http://www.uag.com.br,http://www.linkedin.com/company/usina-a-ucareira-gua-ra,{},,,
OrthoDontic,http://www.orthodonticbrasil.com.br,http://www.linkedin.com/company/orthodontic-brasil,{},,Portuguese,
Grupo Líder,http://www.grupolideronline.com.br,http://www.linkedin.com/company/lidergrupo,{},,,
CONAB - Companhia Nacional de Abastecimento,,http://www.linkedin.com/company/conab,{},,Portuguese,
Unimed São José dos Campos - Cooperativa de Trabalho Médico,,http://www.linkedin.com/company/unimed-s-o-jos-dos-campos---cooperativa-de-trabalho-m-dico,{},,,
Guanabara,http://www.viajeguanabara.com.br,http://www.linkedin.com/company/expresso-guanabara,{},,,
C.S.E. Mecanica e Instrumentação SA,http://www.csemil.com.br,http://www.linkedin.com/company/c.s.e.-mecanica-e-instrumenta-o-ltda,"{'number': '+55 41 3544-7260', 'source': 'Owler', 'sanitized_number': '+554135447260'}",+55 41 3544-7260,,
Parati,http://www.parati.com.br,http://www.linkedin.com/company/paratisa,{},,Portuguese,
Bob´s,http://www.bobs.com.br,http://www.linkedin.com/company/bobsbrasil,{},,,
Usina São Luiz S/A,http://www.usinasaoluiz.com.br,http://www.linkedin.com/company/usinasaoluiz,"{'number': '+55 14 3302-2000', 'source': 'Account', 'sanitized_number': '+551433022000'}",+55 14 3302-2000,English,
O Telhar Agro,http://www.eltejar.com,http://www.linkedin.com/company/o-telhar-agro,{},,Portuguese,
Maratá Sucos do Nordeste Ltda,http://www.maratasucos.com,http://www.linkedin.com/company/marat-sucos-do-nordeste-ltda.,"{'number': '+55 79 3530-2301', 'source': 'Account', 'sanitized_number': '+557935302301'}",+55 79 3530-2301,"Portuguese, Spanish",
PH Intralogística e Serviços,http://www.phintralog.com.br,http://www.linkedin.com/company/phintralogistica,{},,"English, Portuguese",
Indústrias Colombo,http://www.industriascolombo.com.br,http://www.linkedin.com/company/industriascolombo,"{'number': '+55 17 3572-9000', 'source': 'Account', 'sanitized_number': '+551735729000'}",+55 17 3572-9000,,
Empresas Revemar,http://www.empresasrevemar.com.br,http://www.linkedin.com/company/empresas-revemar,"{'number': '+55 34 3255-2400', 'source': 'Scraped', 'sanitized_number': '+553432552400'}",+55 34 3255-2400,,
Copasul - Cooperativa Agrícola Sul-Mato-Grossense,,http://www.linkedin.com/company/copasul-coop,{},,Portuguese,
Clínica SiM,http://www.clinicasim.com,http://www.linkedin.com/company/cl-nica-sim,"{'number': '+55 800 357 6060', 'source': 'Scraped', 'sanitized_number': '+558003576060'}",+55 800 357 6060,Portuguese,
