Name,Website,LinkedIn,Primary Phone,Phone,Languages,Segment
Brabus Mitsubishi,,http://www.linkedin.com/company/brabus-mitsubishi,{},,English,
Day Brasil S/A,http://www.daybrasil.com.br,http://www.linkedin.com/company/day-brasil,"{'number': '+55 11 3613-7501', 'source': 'Account', 'sanitized_number': '+551136137501'}",+55 11 3613-7501,,
Mobyan,http://www.mobyan.com.br,http://www.linkedin.com/company/mobyan,{},,,
Grupo Coutinho,http://www.grupocoutinho.com,http://www.linkedin.com/company/grupo-coutinho,{},,,
PGL Brasil,http://www.pglbr.com.br,http://www.linkedin.com/company/pgl-brasil,"{'number': '+55 11 5592-2414', 'source': 'Account', 'sanitized_number': '+551155922414'}",+55 11 5592-2414,,
Ikesaki Oficial,http://www.ikesaki.com.br,http://www.linkedin.com/company/ikesaki-oficial,{},,,
Argoplan,http://www.argoplan.com,http://www.linkedin.com/company/argoplan,"{'number': '+55 21 3796-9038', 'source': 'Scraped', 'sanitized_number': '+552137969038'}",+55 21 3796-9038,,
Madeiranit,http://www.madeiranit.com.br,http://www.linkedin.com/company/madeiranit,"{'number': '+55 19 3554-9227', 'source': 'Scraped', 'sanitized_number': '+551935549227'}",+55 19 3554-9227,Portuguese,
Loghis Logística,http://www.loghis.com.br,http://www.linkedin.com/company/loghislogistica,{},,Portuguese,
Humanitarian,http://www.humanitarian.com.br,http://www.linkedin.com/company/humanitarian-calcados,{},,Portuguese,
CentralAr.com,http://www.centralar.com.br,http://www.linkedin.com/company/centralarcom,"{'number': '+55 800 779 3030', 'source': 'Scraped', 'sanitized_number': '+558007793030'}",+55 800 779 3030,Portuguese,
Multiterminais,http://www.multiterminais.com.br,http://www.linkedin.com/company/multiterminais,"{'number': '+55 21 3891-5333', 'source': 'Owler', 'sanitized_number': '+552138915333'}",+55 21 3891-5333,"English, Portuguese",
Grupo UniHealth,http://www.unihealth.com.br,http://www.linkedin.com/company/hosplog,"{'number': '+55 11 3555-5800', 'source': 'Scraped', 'sanitized_number': '+551135555800'}",+55 11 3555-5800,"Portuguese, English, Spanish",
Grupo Pegoraro,http://www.grupopegoraro.com.br,http://www.linkedin.com/company/grupopegoraro,"{'number': '+55 49 3551-8700', 'source': 'Owler', 'sanitized_number': '+554935518700'}",+55 49 3551-8700,,
Kurumá Toyota,http://www.kurumaveiculos.com.br,http://www.linkedin.com/company/kuruma-toyota,{},,,
Shopping Recife,http://www.shoppingrecife.com.br,http://www.linkedin.com/company/shopping-recife,{},,,
Sepetiba Tecon,http://www.sepetibatecon.com.br,http://www.linkedin.com/company/sepetiba-tecon-sa,"{'number': '+55 21 2588-9202', 'source': 'Scraped', 'sanitized_number': '+552125889202'}",+55 21 2588-9202,,
SUPERMERCADOS ROSSI,http://www.rossidelivery.com.br,http://www.linkedin.com/company/supermercados-rossi,{},,,
Gobor Transporte e Logística,http://www.gobor.com.br,http://www.linkedin.com/company/transportadora-gobor,{},,Portuguese,
Grupo RedeMix Supermercados,http://www.redemix.com.br,http://www.linkedin.com/company/gruporedemix,"{'number': '+55 71 3360-2333', 'source': 'Scraped', 'sanitized_number': '+557133602333'}",+55 71 3360-2333,,
Gentil Negócios,http://www.gentilnegocios.com.br,http://www.linkedin.com/company/gentilneg%c3%b3cios,{},,,
PIZZATTOLOG,http://www.pizzattolog.com.br,http://www.linkedin.com/company/pizzattolog,{},,,
Loja Elétrica Ltda.,http://www.lojaeletrica.com.br,http://www.linkedin.com/company/lojaeletricaltda,{},,,
Lojas 1A99,,http://www.linkedin.com/company/lojas1a99,{},,,
Eudmarco S.A & FCA Log,http://www.eudmarco.com.br,http://www.linkedin.com/company/eudmarco-s.a,{},,Portuguese,
Grupo LSL,,http://www.linkedin.com/company/grupo-lsl,{},,,
Flamboyant,http://www.flamboyant.com.br,http://www.linkedin.com/company/grupoflamboyant,"{'number': '+55 62 3546-2000', 'source': 'Scraped', 'sanitized_number': '+556235462000'}",+55 62 3546-2000,Portuguese,
Vialaser Depilação,http://www.vialaser.com.br,http://www.linkedin.com/company/vialaser,{},,,
Rede Economia de Supermercados,http://www.redeconomia.com.br,http://www.linkedin.com/company/rede-economia-de-supermercados,{},,,
Lojas Benoit,http://www.benoit.com.br,http://www.linkedin.com/company/lojasbenoit,"{'number': '+55 51 3710-3800', 'source': 'Owler', 'sanitized_number': '+555137103800'}",+55 51 3710-3800,Portuguese,
Lojas Koerich,http://www.koerich.com.br,http://www.linkedin.com/company/lojas-koerich,{},,,
Luz da Lua,http://www.luzdalua.com.br,http://www.linkedin.com/company/luzdalua,{},,,
Grupo Nelson Heusi,http://www.nelsonheusi.com,http://www.linkedin.com/company/grupo-nelson-heusi,"{'number': '+55 47 3404-4000', 'source': 'Scraped', 'sanitized_number': '+554734044000'}",+55 47 3404-4000,Portuguese,
Grupo Lider,http://www.grupolider.com.br,http://www.linkedin.com/company/lider-grupo,{},,,
Grupo Orgafarma,http://www.orgafarma.com.br,http://www.linkedin.com/company/orgafarma,{},,,
Transportadora Translecchi LTDA,http://www.translecchi.com.br,http://www.linkedin.com/company/transportadora-translecchi-ltda,{},,Portuguese,
AmPm,http://www.portal.ipiranga,http://www.linkedin.com/company/ampmbr,{},,,
Grupo Valence,http://www.grupovalence.com.br,http://www.linkedin.com/company/grupovalence,{},,"English, German, Spanish, French, Italian, Japanese, Russian",
Grupo Bem Barato,http://www.grupobembarato.com.br,http://www.linkedin.com/company/grupo-bem-barato-supermercado-e-atacado,{},,,
Rede JS Peças,http://www.redejspecas.com.br,http://www.linkedin.com/company/redejspecas,{},,Portuguese,
Cardeal Distribuidora,http://www.cardealdistribuidora.com.br,http://www.linkedin.com/company/cardeal-distribuidora,{},,,
AGM Logistica e Armazenagem,http://www.agmlogistica.com.br,http://www.linkedin.com/company/agm-logistica,{},,Portuguese,
Grupo Emtel,http://www.lgcloud.com.br,http://www.linkedin.com/company/grupoemtel,{},,,
Supermercado Pinheiro Oficial,http://www.supermercadopinheiro.com.br,http://www.linkedin.com/company/supermercadopinheiro,{},,,
TERCA - Zilli Armazéns Gerais,http://www.terca.com.br,http://www.linkedin.com/company/tercabr,{},,Portuguese,
POUPAFARMA,http://www.poupafarma.com.br,http://www.linkedin.com/company/poupafarma,"{'number': '+55 13 3202-1000', 'source': 'Owler', 'sanitized_number': '+551332021000'}",+55 13 3202-1000,,
Lider Atacadista,http://www.lideratacadista.com.br,http://www.linkedin.com/company/lider-atacadista,{},,,
Bertolini Sistemas de Armazenagem SA,http://www.bertoliniarmazenagem.com.br,http://www.linkedin.com/company/bertolini-sistemas-de-armazenagem-sa,"{'number': '+1 770-557-0095', 'source': 'Scraped', 'sanitized_number': '+17705570095'}",+1 770-557-0095,Portuguese,
Top Brands Fashion Group,,http://www.linkedin.com/company/topbrandsfashiongroup,{},,,
GEP,http://www.gep.com.br,http://www.linkedin.com/company/gep_2,{},,,
Granel Química,http://www.granel.com.br,http://www.linkedin.com/company/granel-qu%c3%admica,{},,,
ammo.varejo,,http://www.linkedin.com/company/ammo-varejo-ltda,"{'number': '+55 11 3060-9022', 'source': 'Account', 'sanitized_number': '+551130609022'}",+55 11 3060-9022,Portuguese,
Gang Comércio do Vestuário Ltda,http://www.gang.com.br,http://www.linkedin.com/company/gang-comercio-de-vestuario-ltda,{},,Portuguese,
Yusen Logistics do Brasil,,http://www.linkedin.com/company/yusen-logistics-do-brasil-ltda,{},,,
Osaka Toyota,http://www.osakaveiculos.com.br,http://www.linkedin.com/company/osaka-toyota,{},,,
Supermercado Super do Povo,http://www.solides.jobs,http://www.linkedin.com/company/super-do-povo,{},,,
Adias Sol.Ar.,http://www.adias.solar,http://www.linkedin.com/company/adias-ar-condicionado,"{'number': '+55 11 3649-4211', 'source': 'Scraped', 'sanitized_number': '+551136494211'}",+55 11 3649-4211,Portuguese,
Terra Zoo,http://www.terrazoo.com.br,http://www.linkedin.com/company/terra-zoo,"{'number': '+55 98 3248-9555', 'source': 'Scraped', 'sanitized_number': '+559832489555'}",+55 98 3248-9555,Portuguese,
CIFAL Distribuidora,http://www.cifaldistribuidora.com.br,http://www.linkedin.com/company/cifaldistribuidora,{},,,
Lev Bicicletas,http://www.golev.com.br,http://www.linkedin.com/company/lev-bicicletas,{},,Portuguese,
Objetiva,http://www.modaobjetiva.com.br,http://www.linkedin.com/company/lojaobjetiva,{},,,
USINA RIO PARDO S/A,http://www.urp.ind.br,http://www.linkedin.com/company/usina-rio-pardo-s-a,{},,,
Vendedor Autónomo,,http://www.linkedin.com/company/vendedor-autonomo,{},,,
Andorinha Hiper Center,http://www.andorinhahiper.com.br,http://www.linkedin.com/company/andorinhahipercenter,"{'number': '+55 11 2233-9999', 'source': 'Scraped', 'sanitized_number': '+551122339999'}",+55 11 2233-9999,Portuguese,
Transtec World,http://www.transtecworld.com,http://www.linkedin.com/company/transtec-world,{},,,
Piticas,http://www.piticas.com.br,http://www.linkedin.com/company/piticas,"{'number': '+55 42 4397-0005', 'source': 'Scraped', 'sanitized_number': '+554243970005'}",+55 42 4397-0005,,
Vianense Supermercados,http://www.vianense.com.br,http://www.linkedin.com/company/vianense-supermercados,{},,Portuguese,
TAC Corporation,http://www.taccorporation.com.br,http://www.linkedin.com/company/taccorporation,"{'number': '+55 47 2104-4600', 'source': 'Account', 'sanitized_number': '+554721044600'}",+55 47 2104-4600,Portuguese,
Drogarias Ultra Popular,http://www.drogariasultrapopular.com.br,http://www.linkedin.com/company/rede-drogarias-ultra-popular,{},,Portuguese,
Grupo Alvorada,http://www.galvorada.com,http://www.linkedin.com/company/supermarket-alvorada,{},,,
Livraria da Travessa,http://www.travessa.com.br,http://www.linkedin.com/company/livraria-da-travessa,"{'number': '+55 21 3231-8015', 'source': 'Account', 'sanitized_number': '+552132318015'}",+55 21 3231-8015,Portuguese,
Costa Atacadão,http://www.costaatacadao.com.br,http://www.linkedin.com/company/atacadaocosta,{},,,
Brasiliense Comissária de Despachos Ltda,http://www.brasiliense.com.br,http://www.linkedin.com/company/grupobrasiliense,{},,English,
Víssimo Group,http://www.vissimo.com.br,http://www.linkedin.com/company/vissimo-group,{},,,
Empresas Maggi,http://www.empresasmaggi.com.br,http://www.linkedin.com/company/empresas-maggi,"{'number': '+55 11 4013-8101', 'source': 'Scraped', 'sanitized_number': '+551140138101'}",+55 11 4013-8101,Portuguese,
Grupo Morana,http://www.morana.com.br,http://www.linkedin.com/company/grupomorana,"{'number': '+55 11 5468-6751', 'source': 'Scraped', 'sanitized_number': '+551154686751'}",+55 11 5468-6751,,
Transdourada Navegação Ltda.,http://www.grupogdias.com.br,http://www.linkedin.com/company/transdourada-transportes-ltda.,"{'number': '+55 91 4008-1570', 'source': 'Scraped', 'sanitized_number': '+559140081570'}",+55 91 4008-1570,,
Grupo Peruzzo,http://www.peruzzo.com.br,http://www.linkedin.com/company/grupoperuzzo,"{'number': '+32 3 240 88 00', 'source': 'Scraped', 'sanitized_number': '+3232408800'}",+32 3 240 88 00,,
FM Logistic Brasil,http://www.fmlogistic.com.br,http://www.linkedin.com/company/fm-logistic-brazil,{},,,
Flash Courier,http://www.flashcourier.com.br,http://www.linkedin.com/company/flashcourieroficial,{},,,
M.Officer,http://www.mofficer.com.br,http://www.linkedin.com/company/m.officer,"{'number': '+55 11 99445-0368', 'source': 'Scraped', 'sanitized_number': '+5511994450368'}",+55 11 99445-0368,,
Supermercados Andreazza,http://www.superandreazza.com.br,http://www.linkedin.com/company/superandreazza,"{'number': '+55 54 3226-1011', 'source': 'Account', 'sanitized_number': '+555432261011'}",+55 54 3226-1011,Portuguese,
Normatel Home Center,http://www.normatel.com.br,http://www.linkedin.com/company/normatelhc,"{'number': '+55 85 3031-9988', 'sanitized_number': '+558530319988', 'source': 'Account'}",+55 85 3031-9988,,
Mercatto,http://www.mercatto.com.br,http://www.linkedin.com/company/mercatto,"{'number': '+55 61 3323-7820', 'source': 'Account', 'sanitized_number': '+556133237820'}",+55 61 3323-7820,Portuguese,
Cresci e Perdi,http://www.crescieperdi.com,http://www.linkedin.com/company/crescieperdi,{},,,
Grupo Via1,http://www.grupovia1.com.br,http://www.linkedin.com/company/grupo-via1,"{'number': '+55 81 99206-1180', 'source': 'Account', 'sanitized_number': '+5581992061180'}",+55 81 99206-1180,,
Jaú Serve Supermercados,http://www.jauserve.com.br,http://www.linkedin.com/company/jauserve,"{'number': '+55 800 015 4600', 'source': 'Scraped', 'sanitized_number': '+558000154600'}",+55 800 015 4600,,
Distribuidora GAMA,,http://www.linkedin.com/company/distribuidoragama,{},,Portuguese,
PJNeblina Materiais Elétricos,http://www.pjn.com.br,http://www.linkedin.com/company/pjneblinamateriaiseletricos,"{'number': '+55 11 3619-1600', 'source': 'Scraped', 'sanitized_number': '+551136191600'}",+55 11 3619-1600,Portuguese,
Politintas Ltda,http://www.politintas.com.br,http://www.linkedin.com/company/politintas-ltda,"{'number': '+55 27 2127-3200', 'source': 'Account', 'sanitized_number': '+552721273200'}",+55 27 2127-3200,Portuguese,
Mundo Do Cabeleireiro,http://www.mundodocabeleireiro.com.br,http://www.linkedin.com/company/mundocabeleireiro,{},,,
Grupo Javep,http://www.javepchevrolet.com.br,http://www.linkedin.com/company/grupo-javep,{},,Portuguese,
Vestcasa,http://www.clubevestcasa.com.br,http://www.linkedin.com/company/vestcasa,{},,,
Sipolatti,http://www.sipolatti.com.br,http://www.linkedin.com/company/sipolatti,{},,Portuguese,
Cotriguaçu - Cooperativa Central,http://www.cotriguacu.com.br,http://www.linkedin.com/company/cotrigua%c3%a7u-cooperativacentral,{},,Portuguese,
Logic Logística,http://www.logiclogistica.com.br,http://www.linkedin.com/company/logiclog,{},,,
Apoio Logística,,http://www.linkedin.com/company/apoio-logistica,"{'number': '+55 47 3341-5000', 'source': 'Scraped', 'sanitized_number': '+554733415000'}",+55 47 3341-5000,,
Unidão Transportes,http://www.unidao.com,http://www.linkedin.com/company/unidao-transportes,"{'number': '+55 51 2118-5600', 'source': 'Scraped', 'sanitized_number': '+555121185600'}",+55 51 2118-5600,Portuguese,
Grupo Indiana,http://www.grupoindiana.com.br,http://www.linkedin.com/company/grupoindiana,{},,Portuguese,
Adezan Indústria de Embalagens e Serviços,http://www.adezan.com.br,http://www.linkedin.com/company/adezan-industria-de-embalagens-e-servicos,{},,Portuguese,
Golden Distribuidora,http://www.goldendistribuidora.com.br,http://www.linkedin.com/company/goldendistribuidora,"{'number': '+55 11 3646-6600', 'source': 'Scraped', 'sanitized_number': '+551136466600'}",+55 11 3646-6600,Portuguese,
Brix Cargo,http://www.brixcargo.com.br,http://www.linkedin.com/company/brix-cargas-aereas,"{'number': '+55 48 3372-8443', 'source': 'Scraped', 'sanitized_number': '+554833728443'}",+55 48 3372-8443,Portuguese,
TranspoTech Equipamentos,http://www.transpotech.com.br,http://www.linkedin.com/company/transpotech-equipamentos,"{'number': '+55 41 3377-3303', 'source': 'Scraped', 'sanitized_number': '+554133773303'}",+55 41 3377-3303,Portuguese,
PRIMAX,http://www.primax.com.br,http://www.linkedin.com/company/primax-logistica-engenharia,{},,Portuguese,
Action Agenciamento de Cargas Ltda,http://www.actioncargo.com.br,http://www.linkedin.com/company/actionagenciamentodecargas,"{'number': '+55 31 2125-5959', 'source': 'Account', 'sanitized_number': '+553121255959'}",+55 31 2125-5959,Portuguese,
Indústria de Peças Inpel S/A,http://www.inpel.com.br,http://www.linkedin.com/company/inpeltransmissoesmecanicas,{},,,
Pontofrio.com,,http://www.linkedin.com/company/pontofrio.com,"{'number': '+55 4003-8388', 'source': 'Scraped', 'sanitized_number': '+5540038388'}",+55 4003-8388,,
Grupo Vyas,,http://www.linkedin.com/company/grupovyas,{},,,
Unilink Transportes Integrados,http://www.unilinktransportes.com.br,http://www.linkedin.com/company/unilink-transportes-integrados,"{'number': '+55 85 3231-0075', 'source': 'Account', 'sanitized_number': '+558532310075'}",+55 85 3231-0075,,
R. Damásio,,http://www.linkedin.com/company/rdamasio,{},,,
Rede de Postos Monte Carlo,http://www.redemontecarlo.com.br,http://www.linkedin.com/company/rededepostosmontecarlo,{},,English,
LIZIE,http://www.lizie.com.br,http://www.linkedin.com/company/liziebr,{},,,
Grand Brasil Concessionárias,http://www.grandbrasil.com.br,http://www.linkedin.com/company/grandb,"{'number': '+55 11 4750-1389', 'source': 'Scraped', 'sanitized_number': '+551147501389'}",+55 11 4750-1389,,
TESC - Terminal Portuário Santa Catarina,http://www.terminalsc.com.br,http://www.linkedin.com/company/tesc-terminal-portu%c3%a1rio-santa-catarina,"{'number': '+55 47 3471-2121', 'source': 'Scraped', 'sanitized_number': '+554734712121'}",+55 47 3471-2121,,
Drugovich Auto Peças,http://www.drugovich.com.br,http://www.linkedin.com/company/drugovichautopecas,{},,,
Andrade Distribuidor LTDA,http://www.andradedistribuidor.com.br,http://www.linkedin.com/company/andrade-distribuidor,{},,Portuguese,
South & Co.,http://www.gruposouth.com.br,http://www.linkedin.com/company/grupo-south,{},,Portuguese,
Refrio Armazéns Gerais S.A.,http://www.refrio.com.br,http://www.linkedin.com/company/refrio-armaz-ns-gerais-s.a.,"{'number': '+55 11 2132-9350', 'source': 'Scraped', 'sanitized_number': '+551121329350'}",+55 11 2132-9350,,
LOGMED SOLUÇÕES LOGÍSTICAS,http://www.logmed.net,http://www.linkedin.com/company/logmed,"{'number': '+55 12 3903-4294', 'source': 'Scraped', 'sanitized_number': '+551239034294'}",+55 12 3903-4294,Portuguese,
Trocafone,http://www.trocafone.com.br,http://www.linkedin.com/company/trocafone,{},,Portuguese,
Nater Coop,http://www.nater.coop.br,http://www.linkedin.com/company/natercoop,{},,Portuguese,
Grupo Itaquerê,http://www.grupoitaquere.com.br,http://www.linkedin.com/company/grupo-itaquer-,"{'number': '+55 66 3498-0300', 'source': 'Scraped', 'sanitized_number': '+556634980300'}",+55 66 3498-0300,Portuguese,
Cantinho Doce,http://www.lojascantinhodoce.com.br,http://www.linkedin.com/company/lojas-cantinho-doce,"{'number': '+55 98 3256-8564', 'source': 'Scraped', 'sanitized_number': '+559832568564'}",+55 98 3256-8564,,
Multicoisas Franquias,http://www.multicoisas.com.br,http://www.linkedin.com/company/multicoisas-franquias-ltda,{},,"Portuguese, English",
Grupo Master,http://www.grupomastersonda.com.br,http://www.linkedin.com/company/grupo-master-sonda,"{'number': '+55 11 3472-2200', 'source': 'Account', 'sanitized_number': '+551134722200'}",+55 11 3472-2200,Portuguese,
Grupo BEXP,http://www.bexp.com.br,http://www.linkedin.com/company/grupobexp,"{'number': '+55 11 99172-0740', 'source': 'Scraped', 'sanitized_number': '+5511991720740'}",+55 11 99172-0740,,
PlatLog,http://www.platlog.com.br,http://www.linkedin.com/company/platlog---n&n-comercio-de-alimentos,"{'number': '+55 11 2923-2801', 'source': 'Scraped', 'sanitized_number': '+551129232801'}",+55 11 2923-2801,Portuguese,
Lojas taQi,,http://www.linkedin.com/company/lojas-taqi,"{'number': '+55 51 3564-8432', 'source': 'Account', 'sanitized_number': '+555135648432'}",+55 51 3564-8432,,
Princesa Supermercados Oficial,http://www.princesasupermercados.com.br,http://www.linkedin.com/company/princesa-supermercados-oficial,{},,,
Todimo,http://www.todimo.com.br,http://www.linkedin.com/company/todimo,{},,Portuguese,
Webcontinental,http://www.webcontinental.com.br,http://www.linkedin.com/company/webcontinental,{},,Portuguese,
Euro Colchões,http://www.eurocolchoes.com.br,http://www.linkedin.com/company/euro-colch-es,"{'number': '+55 21 2473-5658', 'source': 'Account', 'sanitized_number': '+552124735658'}",+55 21 2473-5658,Portuguese,
Zenatur ZT,http://www.zenatur.com.br,http://www.linkedin.com/company/zt-zenatur,{},,Portuguese,
Grupo Linhares,http://www.grupolinhares.com.br,http://www.linkedin.com/company/grupo-linhares,{},,,
Montreal Moda e Casa,http://www.montrealmodaecasa.com.br,http://www.linkedin.com/company/montrealmodaecasa,"{'number': '+55 11 99887-4431', 'source': 'Scraped', 'sanitized_number': '+5511998874431'}",+55 11 99887-4431,,
Ponto Rural,http://www.pontoruralagro.com.br,http://www.linkedin.com/company/ponto-rural,"{'number': '55433754000', 'source': 'Scraped', 'sanitized_number': '+55433754000'}",55433754000,,
Grupo Posthaus,http://www.grupoposthaus.com.br,http://www.linkedin.com/company/grupoposthaus,{},,,
PortosRio,http://www.portosrio.gov.br,http://www.linkedin.com/company/cdrj---companhia-docas-do-rio-de-janeiro,{},,,
KM Cargo,http://www.kmcargo.com.my,http://www.linkedin.com/company/km-cargo,{},,,
Grupo Meia Sola,http://www.meiasola.com.br,http://www.linkedin.com/company/grupo-meia-sola,{},,Portuguese,
Liebe Lingerie,http://www.liebelingerie.com.br,http://www.linkedin.com/company/liebe-lingerie,{},,Portuguese,
Real Distribuidora e Logística,,http://www.linkedin.com/company/real-dec,{},,,
TGestiona,http://www.tgestiona.com.br,http://www.linkedin.com/company/tgestiona,{},,,
Castrillon Autopecas,http://www.castrillon.com.br,http://www.linkedin.com/company/castrillon-autopecas,"{'number': '+55 99 2018-0118', 'source': 'Scraped', 'sanitized_number': '+559920180118'}",+55 99 2018-0118,,
Nordil,http://www.nordil.com.br,http://www.linkedin.com/company/nordil-nordeste-distribuicao-e-logistica,{},,,
Marco Boni,http://www.marcoboni.com.br,http://www.linkedin.com/company/marcoboni,"{'number': '+55 800 772 4433', 'source': 'Scraped', 'sanitized_number': '+558007724433'}",+55 800 772 4433,,
Andra Materiais Elétricos,,http://www.linkedin.com/company/eletricaandra,{},,,
Lojas Marabraz,http://www.marabraz.com.br,http://www.linkedin.com/company/lojas-marabraz,{},,,
Supermercado BH,,http://www.linkedin.com/company/supermercado-bh,{},,,
TVZ,http://www.tvz.com.br,http://www.linkedin.com/company/tvz-moda,{},,,
Campneus,http://www.campneus.com.br,http://www.linkedin.com/company/campneus,"{'number': '+55 800 285 2224', 'source': 'Scraped', 'sanitized_number': '+558002852224'}",+55 800 285 2224,"Portuguese, Portuguese, Portuguese",
Lapônia,http://www.laponia.com.br,http://www.linkedin.com/company/lap-nia-concession-riovolvo,{},,,
Farmix Distribuidora,http://www.farmix.com.br,http://www.linkedin.com/company/farmixdistribuidora,{},,Portuguese,
Lojas Ramsons,http://www.ramsons.com.br,http://www.linkedin.com/company/lojas-ramsons,"{'number': '+55 92 2121-4343', 'source': 'Scraped', 'sanitized_number': '+559221214343'}",+55 92 2121-4343,Portuguese,
American Pet - Apaixonados por animais!,http://www.americanpet.com.br,http://www.linkedin.com/company/americanpetoficial,{},,,
A Nossa Drogaria - Nossa paixão é servir você,http://www.anossadrogaria.com.br,http://www.linkedin.com/company/a-nossa-drogaria,{},,Portuguese,
Combitrans Amazônia,http://www.combitrans.com.br,http://www.linkedin.com/company/combitransamazonia,"{'number': '+55 31 7682-4078', 'source': 'Scraped', 'sanitized_number': '+553176824078'}",+55 31 7682-4078,,
Sesé Brasil,,http://www.linkedin.com/company/sese-brasil,{},,,
Polipet,http://www.polipet.com.br,http://www.linkedin.com/company/poli-pet,{},,,
CDL Porto Alegre,http://www.cdlpoa.com.br,http://www.linkedin.com/company/cdlpoa,{},,,
Supermercados Violeta,http://www.supermercadovioleta.com.br,http://www.linkedin.com/company/supermercado-violeta,{},,Portuguese,
Grupo TLOG,http://www.grupotlog.com.br,http://www.linkedin.com/company/grupo-tlog,"{'number': '+55 41 3513-4500', 'source': 'Account', 'sanitized_number': '+554135134500'}",+55 41 3513-4500,,
Aviator,http://www.aviator.com.br,http://www.linkedin.com/company/aviator-rio-de-janeiro,{},,,
PBKIDS Brinquedos,http://www.pbkids.com.br,http://www.linkedin.com/company/pbkids-brinquedos,"{'number': '+55 11 3666-2389', 'source': 'Account', 'sanitized_number': '+551136662389'}",+55 11 3666-2389,Portuguese,
Usina Itajobi,http://www.xxx.com,http://www.linkedin.com/company/usina-itajobi,"{'number': '+55 30 3111-1111', 'source': 'Account', 'sanitized_number': '+553031111111'}",+55 30 3111-1111,,
Mega Logística Serviços Portuários,http://www.megaservicosportuarios.com.br,http://www.linkedin.com/company/megalog%c3%adstica,{},,,
Grupo Botuverá,http://www.botuvera.com,http://www.linkedin.com/company/botuvera,{},,Portuguese,
Crown Lift Trucks - Brasil,,http://www.linkedin.com/company/crownlifttrucks-brasil,"{'number': '+1 419-629-2311', 'source': 'Owler', 'sanitized_number': '+14196292311'}",+1 419-629-2311,,
Formosa Farma (Grupo Formosa),http://www.grupoformosa.com.br,http://www.linkedin.com/company/formosa-farma,{},,,
Diferpan Distribuidora,http://www.diferpan.com.br,http://www.linkedin.com/company/diferpan,"{'number': '+55 51 3441-9400', 'sanitized_number': '+555134419400', 'source': 'Account'}",+55 51 3441-9400,,
Jaguacy Brasil,http://www.jaguacy.com.br,http://www.linkedin.com/company/jaguacybrasil,{},,"English, Portuguese",
Grupo Queiroz,http://www.lojasqueiroz.com.br,http://www.linkedin.com/company/grupoqueiroz,{},,,
Grupo Dimas,http://www.dimas.com.br,http://www.linkedin.com/company/grupo-dimas,{},,"Portuguese, Portuguese",
Chama Supermercados,http://www.grupochama.com.br,http://www.linkedin.com/company/chama-supermercados,{},,Portuguese,
Prosper Distribuidora,http://www.prosperdistribuidora.com.br,http://www.linkedin.com/company/prosper-distribuidora,"{'number': '+55 21 2127-7998', 'source': 'Scraped', 'sanitized_number': '+552121277998'}",+55 21 2127-7998,,
"Benjamin, a rede do #TimePadaria",http://www.benjaminpadaria.com.br,http://www.linkedin.com/company/benjamin-a-padaria,{},,Portuguese,
Shop do Pé,http://www.shopdope.com.br,http://www.linkedin.com/company/shop-do-p-,{},,,
Lojas Americanas,http://www.cartaolojasamericanas.com.br,http://www.linkedin.com/company/lojas-americanas,{},,Portuguese,
Veran Supermercados,http://www.veran.com.br,http://www.linkedin.com/company/veran-supermercados,{},,Portuguese,
TriMais Supermercados,http://www.trimais.com.br,http://www.linkedin.com/company/trimais-supermercados,{},,,
Grupo TOP,http://www.gtopdistribuicao.com.br,http://www.linkedin.com/company/gtopnegocios,"{'number': '+55 47 3038-4602', 'source': 'Account', 'sanitized_number': '+554730384602'}",+55 47 3038-4602,,
Baratão da Carne,http://www.barataodacarne.com.br,http://www.linkedin.com/company/baratao-da-carne,{},,,
Potiguar Home Center,http://www.apotiguar.com.br,http://www.linkedin.com/company/potiguar-home-center,{},,,
JM Empilhadeiras,http://www.jmempilhadeiras.com.br,http://www.linkedin.com/company/jm-empilhadeiras,"{'number': '+55 800 705 1000', 'source': 'Scraped', 'sanitized_number': '+558007051000'}",+55 800 705 1000,,
Novo Mix Supermercados,http://www.novomixsupermercados.com.br,http://www.linkedin.com/company/novo-mix-supermercados,{},,,
Rede Agafarma de Farmácias,http://www.agafarma.com.br,http://www.linkedin.com/company/rede-agafarma-de-farm%c3%a1cias,"{'number': '+55 51 3671-0909', 'sanitized_number': '+555136710909', 'source': 'Account'}",+55 51 3671-0909,,
Grupo Vanguarda,http://www.grupovanguarda.com,http://www.linkedin.com/company/grupo-vanguarda-pi,{},,,
Grupo 3NF,,http://www.linkedin.com/company/grupo3nf,{},,,
Grupo MiniPreço,http://www.minipreco.com.br,http://www.linkedin.com/company/grupominipreco,{},,,
RT Intelligence,http://www.rtvendas.com,http://www.linkedin.com/company/rtvendas,{},,,
TT Distribuidor,http://www.ttdistribuidor.com.br,http://www.linkedin.com/company/tet%c3%aa-distribuidor,{},,Portuguese,
Natter,http://www.natter.com.br,http://www.linkedin.com/company/natteragro,{},,,
Grupo MM - Mercadomóveis,http://www.grupomercadomoveis.com.br,http://www.linkedin.com/company/grupo_mm,"{'number': '+55 800 142 0420', 'source': 'Scraped', 'sanitized_number': '+558001420420'}",+55 800 142 0420,Portuguese,
Savana,http://www.savana.com.br,http://www.linkedin.com/company/savanaoficial,"{'number': '+55 49 3433-3141', 'source': 'Scraped', 'sanitized_number': '+554934333141'}",+55 49 3433-3141,,
